itemID,reviewerID,rating
I306694788,U140268968,0.0
I444740490,U140268968,0.0
I938312483,U140268968,0.0
I109212777,U140268968,0.0
I190053699,U140268968,0.0
I697912826,U140268968,0.0
I964283457,U140268968,0.0
I877142227,U140268968,0.0
I752409263,U140268968,0.0
I407989363,U140268968,0.0
I822534077,U140268968,0.0
I484484034,U140268968,0.0
I477620085,U140268968,0.0
I552539689,U140268968,0.0
I813471762,U140268968,0.0
I618083857,U140268968,0.0
I777666614,U140268968,0.0
I244824834,U140268968,0.0
I013747631,U140268968,0.0
I005234563,U140268968,0.0
I743191404,U140268968,0.0
I534601771,U140268968,0.0
I338500035,U140268968,0.0
I280882922,U140268968,0.0
I027326088,U140268968,0.0
I725173271,U140268968,0.0
I226354005,U140268968,0.0
I028791064,U140268968,0.0
I715798623,U140268968,0.0
I984975518,U140268968,0.0
I314835226,U140268968,0.0
I664458869,U140268968,0.0
I910119786,U140268968,0.0
I176848194,U140268968,0.0
I691511634,U140268968,0.0
I203840576,U140268968,0.0
I920024814,U140268968,0.0
I459092741,U140268968,0.0
I218711297,U140268968,0.0
I471507032,U140268968,0.0
I851494126,U140268968,0.0
I833486567,U140268968,0.0
I103167000,U140268968,0.0
I166342290,U140268968,0.0
I805949300,U140268968,0.0
I189330637,U140268968,0.0
I712517140,U140268968,0.0
I496339547,U140268968,0.0
I714458979,U140268968,0.0
I718575317,U140268968,0.0
I350802335,U140268968,0.0
I161054179,U140268968,0.0
I760598982,U140268968,0.0
I412605057,U140268968,0.0
I429975059,U140268968,0.0
I820893227,U140268968,0.0
I820384946,U140268968,0.0
I657947801,U140268968,0.0
I599453349,U140268968,0.0
I303920272,U140268968,0.0
I166809385,U140268968,0.0
I735272749,U140268968,0.0
I365248736,U140268968,0.0
I384773357,U140268968,0.0
I931510510,U140268968,0.0
I579519345,U140268968,0.0
I924303377,U140268968,0.0
I364104334,U140268968,0.0
I433338741,U140268968,0.0
I977673891,U140268968,0.0
I136552757,U140268968,0.0
I101865665,U140268968,0.0
I847386707,U140268968,0.0
I187041192,U140268968,0.0
I066849067,U140268968,0.0
I545601844,U140268968,0.0
I425714876,U140268968,0.0
I678185153,U140268968,0.0
I550304812,U140268968,0.0
I023242072,U140268968,0.0
I601757268,U140268968,0.0
I492371689,U140268968,0.0
I949166175,U140268968,0.0
I597672091,U140268968,0.0
I431551262,U140268968,0.0
I567949811,U140268968,0.0
I335688089,U140268968,0.0
I220751235,U140268968,0.0
I459336873,U140268968,0.0
I669987109,U140268968,0.0
I996131988,U140268968,0.0
I276362765,U140268968,0.0
I696887115,U140268968,0.0
I694917010,U140268968,0.0
I489145004,U140268968,0.0
I617648510,U140268968,0.0
I348070056,U140268968,0.0
I734854952,U140268968,0.0
I714798636,U140268968,0.0
I806067066,U140268968,0.0
I692505177,U140268968,0.0
I382051834,U140268968,0.0
I274696772,U140268968,0.0
I461542471,U140268968,0.0
I641176075,U140268968,0.0
I578145193,U140268968,0.0
I752028108,U140268968,0.0
I663458726,U140268968,0.0
I309737781,U140268968,0.0
I877622269,U140268968,0.0
I923323789,U140268968,0.0
I479713956,U140268968,0.0
I624051837,U140268968,0.0
I046995006,U140268968,0.0
I545864409,U140268968,0.0
I432557109,U140268968,0.0
I082834043,U140268968,0.0
I244684656,U140268968,0.0
I516784650,U140268968,0.0
I628372082,U140268968,0.0
I342273974,U140268968,0.0
I730417065,U140268968,0.0
I337733487,U140268968,0.0
I351118713,U140268968,0.0
I217703094,U140268968,0.0
I531003786,U140268968,0.0
I077891248,U140268968,0.0
I063974285,U140268968,0.0
I405004005,U140268968,0.0
I818741317,U140268968,0.0
I519240620,U140268968,0.0
I917738096,U140268968,0.0
I099572164,U140268968,0.0
I110076077,U140268968,0.0
I412144989,U140268968,0.0
I606688013,U140268968,0.0
I396405341,U140268968,0.0
I697868467,U140268968,0.0
I317812631,U140268968,0.0
I450078706,U140268968,0.0
I751468266,U140268968,0.0
I999428167,U140268968,0.0
I709070464,U140268968,0.0
I951226931,U140268968,0.0
I349548873,U140268968,0.0
I945419581,U140268968,0.0
I406140411,U140268968,0.0
I676948051,U140268968,0.0
I940556759,U140268968,0.0
I874220586,U140268968,0.0
I290103375,U140268968,0.0
I180525117,U140268968,0.0
I764048959,U140268968,0.0
I223229133,U140268968,0.0
I152067212,U140268968,0.0
I504519507,U140268968,0.0
I754177742,U140268968,0.0
I117805231,U140268968,0.0
I975468679,U140268968,0.0
I706109201,U140268968,0.0
I729947951,U140268968,0.0
I926778475,U140268968,0.0
I581458650,U140268968,0.0
I302123434,U140268968,0.0
I822254790,U140268968,0.0
I681892295,U140268968,0.0
I583145395,U140268968,0.0
I235083593,U140268968,0.0
I605484824,U140268968,0.0
I891749518,U140268968,0.0
I317665145,U140268968,0.0
I927660291,U140268968,0.0
I248337972,U140268968,0.0
I339557193,U140268968,0.0
I960796367,U140268968,0.0
I065625933,U140268968,0.0
I768017893,U140268968,0.0
I813430223,U140268968,0.0
I679276913,U140268968,0.0
I725650851,U140268968,0.0
I097253262,U140268968,0.0
I391185650,U140268968,0.0
I471511564,U140268968,0.0
I553644321,U140268968,0.0
I292700798,U140268968,0.0
I054118454,U140268968,0.0
I514682112,U140268968,0.0
I575945754,U140268968,0.0
I868615686,U140268968,0.0
I129997362,U140268968,0.0
I606522074,U140268968,0.0
I066515339,U140268968,0.0
I960785040,U140268968,0.0
I305051919,U140268968,0.0
I014133683,U140268968,0.0
I622823402,U140268968,0.0
I791174511,U140268968,0.0
I450145019,U140268968,0.0
I219313074,U140268968,0.0
I416115980,U140268968,0.0
I591533462,U140268968,0.0
I016929548,U140268968,0.0
I663594904,U140268968,0.0
I833449683,U140268968,0.0
I964784326,U140268968,0.0
I039650879,U140268968,0.0
I631463574,U140268968,0.0
I087389898,U140268968,0.0
I602749934,U140268968,0.0
I304369982,U140268968,0.0
I341085869,U140268968,0.0
I824331281,U140268968,0.0
I651409057,U140268968,0.0
I638716775,U140268968,0.0
I896058014,U140268968,0.0
I593933455,U140268968,0.0
I323139585,U140268968,0.0
I672138871,U140268968,0.0
I032846560,U140268968,0.0
I235048502,U140268968,0.0
I008715157,U140268968,0.0
I035381781,U140268968,0.0
I236213545,U140268968,0.0
I077930981,U140268968,0.0
I139745144,U140268968,0.0
I939830870,U140268968,0.0
I930875358,U140268968,0.0
I002412862,U140268968,0.0
I182848210,U140268968,0.0
I842928232,U140268968,0.0
I717445674,U140268968,0.0
I565248321,U140268968,0.0
I521875499,U140268968,0.0
I155669186,U140268968,0.0
I108655143,U140268968,0.0
I099072646,U140268968,0.0
I902830818,U140268968,0.0
I641783461,U140268968,0.0
I744303088,U140268968,0.0
I003307083,U140268968,0.0
I666458865,U140268968,0.0
I132882375,U140268968,0.0
I213314373,U140268968,0.0
I947166120,U140268968,0.0
I215997602,U140268968,0.0
I329409754,U140268968,0.0
I839431904,U140268968,0.0
I714297566,U140268968,0.0
I056420220,U140268968,0.0
I413587263,U140268968,0.0
I243365773,U140268968,0.0
I279591589,U140268968,0.0
I514551183,U140268968,0.0
I154886405,U140268968,0.0
I590458525,U140268968,0.0
I968200907,U140268968,0.0
I959078875,U140268968,0.0
I150456270,U140268968,0.0
I673224771,U140268968,0.0
I074850483,U140268968,0.0
I200692751,U140268968,0.0
I555688033,U140268968,0.0
I154801088,U140268968,0.0
I869470402,U140268968,0.0
I027154327,U140268968,0.0
I448118842,U140268968,0.0
I236010518,U140268968,0.0
I387216157,U140268968,0.0
I462555315,U140268968,0.0
I101826898,U140268968,0.0
I618407345,U140268968,0.0
I935917214,U140268968,0.0
I307032861,U140268968,0.0
I335318151,U140268968,0.0
I320132874,U140268968,0.0
I402057188,U140268968,0.0
I751548672,U140268968,0.0
